ID,SumFormula,CellVolume,FormulaUnitsPerCell,FormulaWeight,Temperature,Pressure,Density,Year,NumElements,NumRhodium
41734,Rh0.98 Se2,217.66,4,256.9730,293.00,0.101325,7.84,1979,2,0.98
630145,Dy1 Rh1,39.41,1,263.5745,293.00,0.101325,11.11,1965,2,1.0
41735,Rh0.9 Se2,215.79,4,248.8871,293.00,0.101325,7.66,1979,2,0.9
621957,Ce1 Rh2 Si2,170.96,2,398.4410,293.00,0.101325,7.74,1983,3,2.0
107495,B3 Rh7 Zn5,364.90,2,1066.8045,293.00,0.101325,9.71,1999,3,7.0
41736,Rh0.78 Se2,212.12,4,236.7581,293.00,0.101325,7.41,1979,2,0.78
53627,Gd1 Rh3 Si2,93.14,1,516.6455,293.00,0.101325,9.21,1981,3,3.0
425468,Ca1 Fe0.66 Rh1.34 Si2,163.75,2,268.5528,293.00,0.101325,5.45,2013,4,1.34
107496,B3 Rh8.6 Zn7.4,473.35,2,1385.4117,293.00,0.101325,9.72,1999,3,8.6
41737,Rh3 Se8,211.99,1,934.9035,293.00,0.101325,7.32,1979,2,3.0
621959,Ce1 Rh2 Si2,168.21,2,398.4410,10.00,0.101325,7.87,1984,3,2.0
621958,Ce2 Rh1 Si3,490.92,4,465.5725,293.00,0.101325,6.30,1984,3,1.0
630149,Dy5 Rh3,366.41,2,1115.7235,293.00,0.101325,10.11,1982,2,3.0
621960,Ce2 Rh3 Si5,680.06,4,723.8935,293.00,0.101325,7.07,1988,3,3.0
613771,B4 Er1 Ir2 Rh2,209.66,2,799.0530,293.00,0.101325,12.66,1979,4,2.0
630152,Dy1 Rh1,39.34,1,263.5745,293.00,0.101325,11.13,1973,2,1.0
630153,Dy1 Rh2,419.85,8,364.6490,293.00,0.101325,11.54,1973,2,2.0
194737,Ge12.93 Rh4 Y3,710.45,2,1609.6017,299.00,0.101325,7.52,2015,3,4.0
621965,Ce1 Rh2 Sn2,211.21,2,579.6490,293.00,0.101325,9.11,1990,3,2.0
630158,Dy3 Rh1,421.20,4,588.5745,293.00,0.101325,9.28,1973,2,1.0
26225,H5 Li4 Rh1,311.30,4,133.8705,293.00,0.101325,2.86,1972,3,1.0
601484,As1 Ni1 Rh1,78.30,2,234.7045,293.00,0.101325,9.95,1974,3,1.0
621964,Ce5 Rh4 Sn10,912.59,2,2291.7980,293.00,0.101325,8.34,1989,3,4.0
26226,H4 Li4 Rh1,165.22,2,132.8625,293.00,0.101325,2.67,1972,3,1.0
80088,C14 H1 Cs2 N1 O14 Rh6,1310.70,2,1279.4220,298.00,0.101325,3.24,1994,6,6.0
621967,Ce3 Rh4 Sn13,915.50,2,2367.6280,293.00,0.101325,8.59,1980,3,4.0
630162,Dy1 Rh2 Si2,160.15,2,420.8210,293.00,0.101325,8.73,1983,3,2.0
630163,Dy2 Rh1 Si3,444.17,4,510.3325,293.00,0.101325,7.63,1984,3,1.0
601491,As1 Fe1 Rh1,125.27,3,231.8445,293.00,0.101325,9.22,1974,3,1.0
194736,Ge13 Lu3 Rh4,696.90,2,1872.8780,298.00,0.101325,8.93,2015,3,4.0
621971,Ce0.8 Rh1 Y0.2,171.95,4,230.9515,293.00,0.101325,8.92,1987,3,1.0
630161,Dy1 Rh2 Si2,160.15,2,420.8210,293.00,0.101325,8.73,1984,3,2.0
630167,Dy5 Rh6 Sn18,2599.61,4,3555.3670,293.00,0.101325,9.08,1980,3,6.0
108465,Fe1 Rh1,26.94,1,156.9245,150.00,0.101325,9.67,1967,2,1.0
108466,Fe1 Rh1,52.31,2,156.9245,293.00,0.101325,9.96,1971,2,1.0
630165,Dy1 Rh1 Sn1,185.12,3,382.2645,293.00,0.101325,10.29,1973,3,1.0
108467,Fe0.9 Rh0.1,24.45,2,60.3725,298.00,0.101325,8.20,1973,2,0.1
101148,O3 Rh2,312.43,6,250.1460,293.00,0.101325,7.98,1984,2,2.0
104706,La1 Rh2,447.52,8,341.0590,293.00,0.101325,10.12,1985,2,2.0
104705,La1 Rh2,447.17,8,341.0590,293.00,0.101325,10.13,1961,2,2.0
4244,H6 K1 N6 O8 Rh1,1016.92,4,358.2565,293.00,0.101325,2.34,1975,5,1.0
104707,La0.01 Rh0.99,55.05,4,101.4529,293.00,0.101325,12.24,1969,2,0.99
104709,La2 Rh3 Sn5,884.64,4,1174.4935,293.00,0.101325,8.82,1989,3,3.0
53664,Ge2 La1 Pd1.05 Rh0.95,186.54,2,491.8308,293.00,0.101325,8.76,1989,4,0.95
634276,Ga0.2 Ge0.8 Rh1,112.82,4,173.0905,293.00,0.101325,10.19,1957,3,1.0
104711,La4.86 Rh8 Sn20 Y5.14,887.41,1,4314.4703,293.00,0.101325,8.07,1989,4,8.0
601513,As1 Cr1 Rh1,131.23,3,227.9945,293.00,0.101325,8.66,1974,3,1.0
613801,B4 Er1 Rh4,1239.20,12,614.8020,293.00,0.101325,9.89,1982,3,4.0
44860,Ge1 Rh2,164.72,4,274.7390,293.00,0.101325,11.08,1955,2,2.0
108492,Ga1 Rh1 Ti1,228.10,4,218.6945,293.00,0.101325,6.37,1974,3,1.0
44861,Ge1 Rh1,120.04,4,173.6645,293.00,0.101325,9.61,1955,2,1.0
613803,B2 Er1 Rh3,154.32,2,492.1055,293.00,0.101325,10.59,1981,3,3.0
53667,Ge2 La1 Pt1.14 Rh0.86,186.90,2,593.4167,293.00,0.101325,10.54,1989,4,0.86
613804,B1 Er1 Rh3,71.68,1,481.2945,293.00,0.101325,11.15,1984,3,3.0
601519,B4 Lu1 Rh4,206.25,2,622.5120,293.00,0.101325,10.02,1977,3,4.0
613807,B1 Er1 Rh3,71.68,1,481.2945,293.00,0.101325,11.15,1985,3,3.0
164992,Nd1 Rh2 Sn4,598.00,4,821.1490,293.00,0.101325,9.12,1985,3,2.0
613809,B4 Er1 Rh4,206.51,2,614.8020,293.00,0.101325,9.89,1984,3,4.0
164993,Nd1.25 Rh2 Sn3.75,598.00,4,827.5365,293.00,0.101325,9.19,1985,3,2.0
44868,Rh1 Se2,216.22,4,258.9945,293.00,0.101325,7.96,1955,2,1.0
42615,P2 Rh1,178.96,4,163.0145,293.00,0.101325,6.05,1971,2,1.0
613811,B2 Er0.5 Rh3,228.96,3,408.4755,293.00,0.101325,8.89,1985,3,3.0
42616,As2 Rh1,206.00,4,250.9145,293.00,0.101325,8.09,1971,2,1.0
613813,B4 Er1 Rh4,828.36,8,614.8020,293.00,0.101325,9.86,1981,3,4.0
613812,B1 Er1 Rh3,71.06,1,481.2945,293.00,0.101325,11.25,1973,3,3.0
66767,B2 Ca1 Rh3,77.89,1,364.9255,293.00,0.101325,7.78,1984,3,3.0
613815,B4 Er1 Rh2 Ru2,826.04,8,614.7930,293.00,0.101325,9.89,1981,4,2.0
66768,B4 Ca2 Rh5,595.89,4,628.7765,293.00,0.101325,7.01,1984,3,5.0
613814,B4 Er1 Rh3.4 Ru0.6,828.87,8,614.7993,293.00,0.101325,9.85,1977,4,3.4
433531,Al10 Rh2 Yb1,841.53,4,644.9890,293.00,0.101325,5.09,2018,3,2.0
66769,B4 Rh5 Sr2,644.06,4,723.8565,293.00,0.101325,7.47,1984,3,5.0
108506,Gd1 Rh2,424.24,8,359.3990,293.00,0.101325,11.25,1973,2,2.0
601528,B4 Dy1 Rh4,207.88,2,610.0420,293.00,0.101325,9.75,1977,3,4.0
66770,B6 Ca3 Rh8,909.27,4,993.7020,293.00,0.101325,7.26,1984,3,8.0
66771,B6 Rh8 Sr3,946.28,4,1136.3220,293.00,0.101325,7.98,1984,3,8.0
601530,B4 Er1 Rh4,206.51,2,614.8020,293.00,0.101325,9.89,1977,3,4.0
66772,B10 Rh14 Sr5,1593.76,4,1961.2530,293.00,0.101325,8.17,1984,3,14.0
107574,Rh1 Zn1,26.99,1,166.4445,293.00,0.101325,10.24,2001,2,1.0
601533,B4 Ho1 Rh4,206.73,2,612.4720,293.00,0.101325,9.84,1977,3,4.0
66773,B14 Ca7 Rh20,2157.44,4,2453.4040,293.00,0.101325,7.55,1984,3,20.0
601532,B4 Gd1 Rh4,209.05,2,604.7920,293.00,0.101325,9.61,1977,3,4.0
110777,Ce1 In5 Rh1,160.63,1,815.2945,295.00,1470.0,8.43,2004,3,1.0
110778,Ce1 In5 Rh1,154.86,1,815.2945,295.00,3970.0,8.74,2004,3,1.0
110779,Ce1 In5 Rh1,154.55,1,815.2945,295.00,5180.0,8.76,2004,3,1.0
110780,Ce1 In5 Rh1,150.55,1,815.2945,295.00,7540.0,8.99,2004,3,1.0
601549,As1 Rh1 Ti1,178.60,4,223.8945,293.00,0.101325,8.33,1974,3,1.0
253166,Fe0.63 Ir0.28 Rh0.05 Ru0.02,24.79,2,96.3566,293.00,0.101325,12.91,1998,4,0.05
601550,As1 Rh1 V1,172.43,4,226.9345,293.00,0.101325,8.74,1974,3,1.0
53706,Ge1 Mn1 Rh2,220.79,4,329.6790,293.00,0.101325,9.92,1983,3,2.0
634326,Ga1 Hf1 Rh1,149.50,3,349.2845,293.00,0.101325,11.64,1974,3,1.0
154856,Nd1 Rh1 Sn1,196.50,3,364.0045,293.00,0.101325,9.23,2006,3,1.0
107575,Rh1 Zn13,413.74,2,950.8845,293.00,0.101325,7.63,2001,2,1.0
107576,Rh2 Zn11,751.34,4,921.2190,293.00,0.101325,8.14,2001,2,2.0
262940,Cd1 O3.94 Rh2,300.64,4,377.5851,295.00,0.101325,8.34,2012,3,2.0
426131,Ce1 Ge1.48 Rh0.52,65.76,1,300.1119,296.00,0.101325,7.58,2014,3,0.52
262941,Cd1 O4 Rh2,663.44,8,378.5450,295.00,0.101325,7.58,2012,3,2.0
634325,Ga16 Hf6 Rh7,1879.08,4,2893.9815,293.00,0.101325,10.23,1973,3,7.0
426130,Ce2 Ge3 Rh1,260.96,2,599.0845,293.00,0.101325,7.62,2014,3,1.0
428556,Lu3 Rh9 Si2 Sn3,275.20,1,1846.8225,293.00,0.101325,11.14,2015,4,9.0
39779,H8 Li3 N6 O16 Rh1,862.68,2,469.9815,293.00,0.101325,1.81,1994,5,1.0
428555,Ho3 Rh9 Si2 Sn3,280.62,1,1816.7025,293.00,0.101325,10.75,2015,4,9.0
62725,Rh2 Si2 Tm1,158.39,2,427.2510,4.20,0.101325,8.96,1986,3,2.0
188584,Na1 O4 Rh1.86,291.44,4,274.9846,293.00,0.101325,6.27,2013,3,1.86
188582,Cd0.26 Na0.74 O4 Rh2,294.36,4,312.3816,293.00,0.101325,7.05,2013,4,2.0
188583,Cd0.104 Na0.896 O4 Rh2,292.94,4,298.4336,293.00,0.101325,6.77,2013,4,2.0
188580,Cd0.77 Na0.23 O4 Rh2,297.74,4,357.9807,293.00,0.101325,7.99,2013,4,2.0
617956,C12 Gd8 Rh5,748.40,2,1907.5045,293.00,0.101325,8.46,1989,3,5.0
188581,Cd0.52 Na0.48 O4 Rh2,296.04,4,335.6282,293.00,0.101325,7.53,2013,4,2.0
198359,La1 Rh1,188.85,4,239.9845,293.00,0.101325,8.44,1969,2,1.0
613863,B6 Eu3 Rh8,932.29,4,1329.3420,293.00,0.101325,9.47,1990,3,8.0
601574,B4 Nd1 Rh4,212.40,2,591.7820,293.00,0.101325,9.25,1977,3,4.0
188579,Cd1 O3.94 Rh2,300.64,4,377.5851,293.00,0.101325,8.34,2013,3,2.0
601577,B4 Rh4 Sm1,209.65,2,597.8920,293.00,0.101325,9.47,1977,3,4.0
613865,B1 Eu1 Rh3,73.45,1,465.9945,293.00,0.101325,10.53,1985,3,3.0
601576,B4 Rh4 Sc0.65 Th0.35,209.82,2,557.9765,293.00,0.101325,8.83,1977,4,4.0
613864,B2 Eu1 Rh3,78.20,1,476.8055,293.00,0.101325,10.12,1983,3,3.0
613867,B2 Eu0.5 Rh3,232.14,3,400.8255,293.00,0.101325,8.60,1985,3,3.0
601578,B4 Rh4 Th1,216.24,2,679.5720,293.00,0.101325,10.44,1977,3,4.0
30234,Rh1 Sn2,356.70,6,338.4545,293.00,0.101325,9.45,1956,2,1.0
642542,Lu5 Rh3,344.53,2,1178.0735,293.00,0.101325,11.36,1982,2,3.0
613869,B4 Eu1 Rh3.4 Ru0.6,841.05,8,599.4993,293.00,0.101325,9.47,1977,4,3.4
53736,Ge1.5 Nd1 Rh0.5,63.54,1,303.6623,293.00,0.101325,7.94,1989,3,0.5
53735,Ge2 Nd1 Rh2,177.94,2,491.5690,293.00,0.101325,9.17,1989,3,2.0
642541,Lu1 Rh1,36.99,1,276.0445,293.00,0.101325,12.39,1965,2,1.0
642546,Lu1 Rh2,407.86,8,377.1190,293.00,0.101325,12.28,1966,2,2.0
642547,Lu1 Rh2,408.85,8,377.1190,293.00,0.101325,12.25,1965,2,2.0
601589,B4 Rh4 Tm1,205.70,2,616.4720,293.00,0.101325,9.95,1977,3,4.0
642550,Lu5 Rh4 Si10,646.61,2,1560.0080,293.00,0.101325,8.01,1986,3,4.0
642551,Lu1 Rh2 Si2,157.92,2,433.2910,293.00,0.101325,9.11,1983,3,2.0
642548,Lu1 Rh2 Si2,157.92,2,433.2910,293.00,0.101325,9.11,1984,3,2.0
642552,Lu1 Rh1 Sn1,178.99,3,394.7345,293.00,0.101325,10.99,1973,3,1.0
417738,Li0.83 Rh2 Si1.17,189.16,4,240.7690,173.00,0.101325,8.45,2008,3,2.0
417739,Ge1 Li1 Rh2,199.88,4,281.6780,293.00,0.101325,9.36,2008,3,2.0
418646,Bi0.67 Ce0.33 O5 Rh2,362.88,4,468.4002,173.00,0.101325,8.57,2008,4,2.0
151179,Hf1 Rh1 Sn1,165.85,3,398.2545,293.00,0.101325,11.96,1999,3,1.0
605703,Ag2 Rh15 S15,973.68,2,2212.8175,293.00,0.101325,7.55,1963,3,15.0
74646,C11.5 Er8 Rh4.98,704.49,2,1979.5575,294.00,0.101325,9.33,1989,3,4.98
237674,Ba8 Ge42.7 Rh1.2,1217.50,1,4319.6024,100.00,0.101325,5.89,2013,3,1.2
237676,Ba8 Ge42.74 Rh1.2,1227.79,1,4322.5060,300.00,0.101325,5.85,2013,3,1.2
158212,Fe1.807 Mg1.039 O4 Os0.056 Rh0.1,591.75,8,210.9337,293.00,0.101325,4.74,2001,5,0.1
237675,Ba8 Ge42.7 Rh1.2,1222.64,1,4319.6024,200.00,0.101325,5.87,2013,3,1.2
424339,Pr16 Rh10.2 Sb0.8,1337.18,2,3382.9199,293.00,0.101325,8.40,2012,3,10.2
104821,Lu1 Rh1,37.06,1,276.0445,293.00,0.101325,12.37,1965,2,1.0
601614,La1 Rh2 Si2,170.79,2,397.2310,293.00,0.101325,7.72,1976,3,2.0
104823,Lu1 Rh2,405.88,8,377.1190,293.00,0.101325,12.34,1965,2,2.0
424335,In1.45 Pr16 Rh9.55,1385.50,2,3386.3105,293.00,0.101325,8.12,2012,3,9.55
104822,Lu0.275 Rh0.725,397.88,8,121.3958,293.00,0.101325,4.05,1965,2,0.725
424336,La16 Pb2.24 Rh8.76,1500.60,2,3572.0782,293.00,0.101325,7.91,2012,3,8.76
424337,In1.39 Nd16 Rh9.61,1351.26,2,3438.7657,293.00,0.101325,8.45,2012,3,9.61
108593,Mn1 Rh1 Si1,167.29,4,184.1005,293.00,0.101325,7.31,1984,3,1.0
424338,Pr16 Rh9.18 Zn1.82,1357.17,2,3301.3973,293.00,0.101325,8.08,2012,3,9.18
424333,La16 Rh8 Sn3,1491.64,2,3387.2260,293.00,0.101325,7.54,2012,3,8.0
424334,Cd0.68 Ce16 Rh10.32,1394.30,2,3361.4408,293.00,0.101325,8.01,2012,3,10.32
601630,Nd1 Rh2 Si2,167.39,2,402.5610,293.00,0.101325,7.99,1976,3,2.0
199301,Rh0.05 Zr0.95,68.67,3,91.7127,293.00,0.101325,6.65,1965,2,0.05
634400,Ga8 Ho3 Rh3,524.08,2,1355.7735,293.00,0.101325,8.59,1991,3,3.0
108608,Mo1 Rh1,57.96,2,197.0145,293.00,0.101325,11.29,1966,2,1.0
237678,Ba5 Ge35.72 Rh15,8291.34,8,4795.7323,298.00,0.101325,7.68,2013,3,15.0
237677,Ba6 Ge32 Rh8,949.56,1,3955.5160,293.00,0.101325,6.92,2013,3,8.0
108605,Mo0.5 Pd0.46 Rh0.04,31.16,2,100.9570,293.00,0.101325,10.76,1991,3,0.04
108604,Mo0.2 Pd0.6 Rh0.2,58.31,4,103.2429,293.00,0.101325,11.76,1991,3,0.2
41900,Cu1 Rh2 S4,937.74,8,393.9550,293.00,0.101325,5.58,1976,3,2.0
41901,Cu1 Rh2 S3.2 Se0.8,965.60,8,431.4718,293.00,0.101325,5.94,1976,4,2.0
41902,Cu1 Rh2 S1.6 Se2.4,1021.76,8,506.5054,293.00,0.101325,6.59,1976,4,2.0
41903,Cu1 Rh2 Se4,1081.31,8,581.5390,293.00,0.101325,7.14,1976,3,2.0
53036,Hf1 Rh1 Sb1,242.74,4,401.3145,293.00,0.101325,10.98,1987,3,1.0
257243,Ho2 In8 Rh1,249.07,1,1349.4945,1.60,0.101325,9.00,2015,3,1.0
419065,Cd1 Gd4 Rh1,2564.04,16,842.4745,293.00,0.101325,8.73,2008,3,1.0
424152,B3 Ir1.94 Rh2.38 Ti1.68,417.97,4,728.2703,293.00,0.101325,11.57,2012,4,2.38
104859,Mg1 Rh1,29.76,1,125.3845,293.00,0.101325,7.00,1958,2,1.0
104860,Mg5 Rh2,506.39,4,323.6990,293.00,0.101325,4.25,1960,2,2.0
154946,O4 Rh0.1 Ru0.9 Sr2,190.03,2,340.3065,25.00,0.101325,5.95,2002,4,0.1
154947,O4 Rh0.1 Ru0.9 Sr2,190.07,2,340.3065,50.00,0.101325,5.95,2002,4,0.1
154944,O4 Rh0.05 Ru0.95 Sr2,191.16,2,340.3062,295.00,0.101325,5.91,2002,4,0.05
53811,Rh1,55.74,4,101.0745,293.00,0.101325,12.04,1921,1,1.0
154945,O4 Rh0.1 Ru0.9 Sr2,190.03,2,340.3065,10.00,0.101325,5.95,2002,4,0.1
413983,Ge6 Rh7 Yb4,562.13,2,1835.2215,293.00,0.101325,10.84,2004,3,7.0
154943,O4 Rh0.05 Ru0.95 Sr2,189.94,2,340.3062,10.00,0.101325,5.95,2002,4,0.05
108625,Nb7 Pd8.4 Rh12.6,411.03,1,2817.6687,293.00,0.101325,11.38,1988,3,12.6
659010,C1 B2 Rh2 Th1,151.87,2,467.8120,293.00,0.101325,10.23,1994,4,2.0
154954,O4 Rh0.75 Ru0.25 Sr2,762.32,8,340.3094,10.00,0.101325,5.93,2002,4,0.75
154955,O4 Rh0.75 Ru0.25 Sr2,766.31,8,340.3094,295.00,0.101325,5.90,2002,4,0.75
659008,C1 B2 Rh2 U1,146.10,2,473.8120,293.00,0.101325,10.77,1994,4,2.0
154952,O4 Rh0.5 Ru0.5 Sr2,761.81,8,340.3083,10.00,0.101325,5.93,2002,4,0.5
196057,C32 H136 N8 Nb10 O52 Rh2,4140.58,2,2596.6930,93.00,0.101325,2.08,2015,6,2.0
154953,O4 Rh0.5 Ru0.5 Sr2,766.46,8,340.3083,295.00,0.101325,5.90,2002,4,0.5
154950,O4 Rh0.1 Ru0.9 Sr2,190.67,2,340.3065,200.00,0.101325,5.93,2002,4,0.1
415136,C4 Rh1 Sc3,369.58,4,283.9985,293.00,0.101325,5.10,2005,3,1.0
154951,O4 Rh0.1 Ru0.9 Sr2,191.22,2,340.3065,295.00,0.101325,5.91,2002,4,0.1
196056,C24 H102 N6 Nb8.88 O42 Rh1.12,1673.10,1,2085.3242,93.00,0.101325,2.07,2015,6,1.12
154948,O4 Rh0.1 Ru0.9 Sr2,190.21,2,340.3065,100.00,0.101325,5.94,2002,4,0.1
154949,O4 Rh0.1 Ru0.9 Sr2,190.40,2,340.3065,150.00,0.101325,5.94,2002,4,0.1
3845,C8 H28 Cl3 K8 O55 Rh3 Si1 W11,2904.41,2,3777.0665,130.00,0.101325,4.32,2018,8,3.0
53065,Co2 Rh1 S4,904.23,8,347.1905,293.00,0.101325,5.10,1973,3,1.0
154958,O4 Rh0.95 Ru0.05 Sr2,763.62,8,340.3103,10.00,0.101325,5.92,2002,4,0.95
154959,O4 Rh0.95 Ru0.05 Sr2,767.80,8,340.3103,295.00,0.101325,5.89,2002,4,0.95
154956,O4 Rh0.9 Ru0.1 Sr2,762.33,8,340.3101,10.00,0.101325,5.93,2002,4,0.9
154957,O4 Rh0.9 Ru0.1 Sr2,766.47,8,340.3101,295.00,0.101325,5.90,2002,4,0.9
74726,O4 P1 Rh1,871.52,12,196.0405,293.00,0.101325,4.48,1994,3,1.0
80323,O4 Rh1 Sr2,765.40,8,340.3105,293.00,0.101325,5.91,1995,3,1.0
245825,Ge1.5 Rh1 S1.5,1703.27,24,258.0555,293.00,0.101325,6.04,2008,3,1.0
74727,O9 P3 Rh1,1839.34,12,337.9755,293.00,0.101325,3.66,1994,3,1.0
245824,Ge1.5 Rh1 S1.5,1696.65,24,258.0555,4.20,0.101325,6.06,2008,3,1.0
424109,B3 Cr0.89 Rh1.58 Ru4.53,224.87,2,696.2578,293.00,0.101325,10.28,2012,4,1.58
424110,B3 Cr0.91 Rh5.11 Ru0.98,226.74,2,695.2923,293.00,0.101325,10.18,2012,4,5.11
424111,B3 Cr0.88 Rh3.74 Ru2.38,226.24,2,696.7582,293.00,0.101325,10.23,2012,4,3.74
433018,La1 Rh6 Si4,161.74,1,857.7010,293.00,0.101325,8.81,2017,3,6.0
433019,Nd1 Rh6 Si4,159.54,1,863.0310,293.00,0.101325,8.98,2017,3,6.0
659032,Rh2 Si2 U1,160.80,2,496.3510,293.00,0.101325,10.25,1994,3,2.0
659033,Rh1 Ru1 Si2 U1,165.41,2,496.3465,293.00,0.101325,9.97,1994,4,1.0
433136,Ga1.034 Lu0.966 Rh2,253.56,4,443.2605,293.00,0.101325,11.61,2017,3,2.0
433122,Ga1.117 Rh2 Sc0.883,237.07,4,319.7259,293.00,0.101325,8.96,2017,3,2.0
76060,Mn3 N1 Rh1,61.07,1,279.9015,293.00,0.101325,7.61,1972,3,1.0
104923,Mn1 Ni1 Rh1 Sn1,232.49,4,333.4145,293.00,0.101325,9.53,1985,4,1.0
50469,H5 Ca2 Rh1,383.45,4,186.2745,293.00,0.101325,3.23,1998,3,1.0
76061,Mn3 N0.2 Rh1,114.47,2,268.6959,293.00,0.101325,7.80,1971,3,1.0
50470,H5 Ca2 Rh1,380.76,4,186.2745,10.00,0.101325,3.25,1998,3,1.0
50471,D5.4 Ca2 Rh1,381.71,4,192.1209,298.00,0.101325,3.34,1998,3,1.0
50472,D5.4 Ca2 Rh1,381.71,4,192.1209,293.00,0.101325,3.34,1998,3,1.0
50473,D23 Ca8 Rh5,384.40,1,872.3805,293.00,0.101325,3.77,1998,3,5.0
433020,Rh6 Si4 Yb1,156.04,1,891.8310,293.00,0.101325,9.49,2017,3,6.0
618102,C12 Ho8 Rh5,713.61,2,1968.9445,293.00,0.101325,9.16,1989,3,5.0
433430,Rh3 Sm2 Sn5,841.62,4,1197.3735,293.00,0.101325,9.45,2017,3,3.0
58669,Ba1 Pb6 Rh3,994.56,4,1683.7035,293.00,0.101325,11.24,1987,3,3.0
158315,Ge10 Rh4 Tm5,694.54,2,1974.8480,10.00,0.101325,9.44,2008,3,4.0
53116,Cr1 Fe1 Rh1 S4,983.29,8,337.1805,293.00,0.101325,4.56,1980,4,1.0
48176,Rh1 Si2 Y2,389.35,4,335.0565,293.00,0.101325,5.72,1985,3,1.0
104936,Mn1 Pb1 Rh2,253.88,4,464.2790,293.00,0.101325,12.15,1976,3,2.0
263044,B8 Rh6 Ta7,1469.88,6,1959.5850,293.00,0.101325,13.28,2012,3,6.0
104937,Mn1 Pb1 Rh2,253.88,4,464.2790,293.00,0.101325,12.15,1985,3,2.0
52896,Ce1 Rh2 Si2,169.53,2,398.4410,10.00,0.101325,7.81,1984,3,2.0
108689,Pr1 Rh2,434.66,8,343.0590,293.00,0.101325,10.48,1959,2,2.0
263043,B8 Nb7 Rh6,1480.20,6,1343.3050,293.00,0.101325,9.04,2012,3,6.0
53890,Ge1 Rh1,114.93,4,173.6645,293.00,0.101325,10.04,1982,2,1.0
53892,Ge1 Rh1 Tb1,227.28,4,332.5845,300.00,0.101325,9.72,1989,3,1.0
53891,Ge3 Rh5,221.50,2,723.1425,293.00,0.101325,10.84,1955,2,5.0
50496,B8 Fe1 Rh18 Zn10,897.61,2,2615.3790,293.00,0.101325,9.68,1998,4,18.0
53894,Ge2 Rh2 Tb1,171.43,2,506.2490,4.20,0.101325,9.81,1987,3,2.0
165204,F6 Li1 Rh1,295.93,3,222.0135,299.00,0.101325,3.74,2000,3,1.0
50497,B8 Ni1 Rh18 Zn10,893.51,2,2618.2390,293.00,0.101325,9.73,1998,4,18.0
53893,Ge2 Rh2 Tb1,173.62,2,506.2490,293.00,0.101325,9.68,1987,3,2.0
50498,B8 Rh18 Zn11,898.47,2,2624.8990,293.00,0.101325,9.70,1998,3,18.0
53896,Ge2 Rh2 U1,168.69,2,585.3590,293.00,0.101325,11.52,1977,3,2.0
53895,Ge2 Rh2 Th1,179.91,2,579.3590,293.00,0.101325,10.69,1977,3,2.0
104954,Mn3 Pt0.5 Rh0.5,55.74,1,312.9023,298.00,0.101325,9.32,1967,3,0.5
104959,Mn1 Rh1,27.51,1,156.0145,293.00,0.101325,9.42,1963,2,1.0
165215,F6 K1 Rh1,345.40,3,254.1745,158.00,0.101325,3.67,2000,3,1.0
104961,Mn3 Rh1,55.45,1,265.8945,293.00,0.101325,7.96,1969,2,1.0
104960,Mn1 Rh1,28.21,1,156.0145,293.00,0.101325,9.19,1963,2,1.0
53143,Cr3 N1 Rh1,57.24,1,271.0815,293.00,0.101325,7.86,1972,3,1.0
104963,Mn0.3 Rh0.7,56.18,4,87.2342,293.00,0.101325,10.31,1955,2,0.7
165211,F6 Li2 Rh1,194.86,2,228.9525,299.00,0.101325,3.90,2000,3,1.0
104962,Mn3 Rh1,55.44,1,265.8945,298.00,0.101325,7.96,1967,2,1.0
104965,Mn1 Rh2 Sn1,244.38,4,375.7790,293.00,0.101325,10.21,1976,3,2.0
104964,Mn1 Rh2 Sn1,242.04,4,375.7790,293.00,0.101325,10.31,1983,3,2.0
104966,Mn0.5 Rh1 Tl0.5,31.61,1,230.7295,293.00,0.101325,12.12,1976,3,1.0
50517,D23 Ca8 Rh5,384.40,1,872.3805,293.00,0.101325,3.77,1998,3,5.0
50518,D24 Ca8 Rh6,386.31,1,975.4710,293.00,0.101325,4.19,1998,3,6.0
108726,Rh1 Yb1,37.49,1,274.1145,293.00,0.101325,12.14,1976,2,1.0
427250,Rh1 Si3 Y2,450.16,4,363.1425,293.00,0.101325,5.36,2014,3,1.0
108722,Rh1 Si1,107.78,4,129.1605,293.00,0.101325,7.96,1980,2,1.0
108723,Rh1 Si1 Ti1,172.28,4,177.0605,293.00,0.101325,6.83,1972,3,1.0
108725,Rh0.15 V0.85,27.24,2,58.4602,293.00,0.101325,7.13,1977,2,0.15
161872,Ge3 La1 Rh1,196.70,2,457.7545,300.00,0.101325,7.73,2008,3,1.0
427545,Mg4.85 Rh6 Si13,1460.83,4,1089.4685,293.00,0.101325,4.95,2014,3,6.0
196788,Rh3 Sc1,59.32,1,348.1835,293.00,0.101325,9.75,1961,2,3.0
161867,Ce1 Ge3 Rh1,194.01,2,458.9645,300.00,0.101325,7.86,2008,3,1.0
68790,Hf1 Rh1 Si1,187.62,4,307.6505,293.00,0.101325,10.89,1990,3,1.0
58734,Be1 Rh1,20.56,1,110.0865,293.00,0.101325,8.89,1969,2,1.0
415252,Gd3 In4 Rh1.94,202.95,1,1127.1145,293.00,0.101325,9.22,2005,3,1.94
62924,Er1 Rh3 Si2,371.61,4,526.6555,293.00,0.101325,9.41,1988,3,3.0
199302,Pu1 Rh2,419.85,8,446.1490,293.00,0.101325,14.11,1967,2,2.0
